SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
50615.*A,AIRPORT,PTH,9/20/12,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,PORT HEIDEN,PORT HEIDEN,PU,PU,STATE OF AK DOTPF-CENTRAL RGN,POUCH 196900,"ANCHORAGE, AK 99519-6900",    907-269-0748,JAY KNIGHT,PO BOX 65,"KING SALMON, AK 99613",    907-246-3325,56-57-32.7640N,205052.7640N,158-38-00.1030W,571080.1030W,E,95,E,16E,2005,,KODIAK,6,NE,3500,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,PTH,Y,1/1/49,O,,NGY,NO OBJECTION,N,N,N,Y,F,C,7302009,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.8,Y,CG,N,,0,0,0,0,,,,,,500,,500,,12/31/05,NACO,00:00.0,NACO,00:00.0,,TIE,CARGO,Y-L
50620.5*A,AIRPORT,01A,9/20/12,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,PURKEYPILE,PURKEYPILE,PU,PU,STATE OF AK DPT NAT RESRCS,"550 W. 7TH AVE., STE 1070","ANCHORAGE, AK 99501-3579",    907-269-8600,MGR DNR SOUTHCENTRAL REG OFC,550 W. 7TH AVE. STE 900C,"ANCHORAGE, AK 99501-3577",    907-269-8503,62-56-36.9990N,226596.9990N,152-16-12.0590W,548172.0590W,E,1950,E,24E,1985,,MC GRATH,10,SW,640,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,FAI,Y,7/1/66,O,,,,N,N,N,N,2,C,6242006,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,150,,100,,12/31/05,,,,,,,,N
50687.*A,AIRPORT,SVA,9/20/12,AAL,NONE,AK,ALASKA,NOME,AK,SAVOONGA,SAVOONGA,PU,PU,STATE OF AK DOT/PF N REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",    907-451-2200,ROBERT MADDEN,PO BOX 1048,"NOME, AK 99762",    907-443-2500,63-41-10.5600N,229270.5600N,170-29-35.3900W,613775.3900W,E,53,S,10E,2010,,BETHEL,1,SW,834,ZAN,ZAN,ANCHORAGE,,,,N,OME,NOME,LC 443-2291,1-800-478-8400,FAI,FAIRBANKS,1-866-248-6516,SVA,Y,8/1/65,O,,NGY,NO OBJECTION,N,N,N,Y,S,C,8202010,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.7,Y,CG,N,,0,0,0,0,,,,,,,,,,8/13/05,REGION,00:00.0,NGS,00:00.0,,,,Y-L
50680.8*A,AIRPORT,KSM,9/20/12,AAL,NONE,AK,ALASKA,WADE HAMPTON,AK,ST MARY'S,ST MARY'S,PU,PU,ST OF AK DOTPF NORTHERN RGN,2301 PEGER ROAD,"FAIRBANKS, AK 99709",    907-451-2200,ERIK WEINGARTH,PO BOX 135,"ST MARY'S, AK 99658",    907-438-2416,62-03-39.0000N,223419.0000N,163-18-06.6000W,587886.6000W,E,312,S,12E,2015,,BETHEL,4,W,3600,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,KSM,Y,,O,,NGSY,NO OBJECTION,N,N,N,Y,F,C,6142009,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.3,Y,CG,N,,8,0,,,,,,,,,,,,8/31/05,NGS,00:00.0,NGS,00:00.0,,TIE,CARGO,Y
50738.*A,AIRPORT,TKA,9/20/12,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,TALKEETNA,TALKEETNA,PU,PU,ST OF AK DOTPF CENT REG,POUCH 196900,"ANCHORAGE, AK 99519-6900",    907-269-0782,STEVE HANSON,BOX 610,"TALKEETNA, AK 99676",    907-733-2278,62-19-13.8000N,224353.8000N,150-05-37.3000W,540337.3000W,E,358,S,19E,2010,,ANCHORAGE,1,E,624,ZAN,ZAN,ANCHORAGE,,,,Y,TKA,TALKEETNA,907-733-2277,1-800-478-7150,ENA,KENAI,1-866-864-1737,TKA,Y,3/1/49,O,,NGPY,NOT ANALYZED,N,N,N,Y,F,C,10092010,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123,123.6,Y,CG,N,,24,1,0,0,,,,,,9500,4000,16000,500,12/31/09,,00:00.0,,,,TIE,"CARGO,CHTR",Y-L
50746.*A,AIRPORT,TAL,9/20/12,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,TANANA,RALPH M CALHOUN MEMORIAL,PU,PU,STATE OF AK DOTPF N RGN,2301 PEGER RD,"FAIRBANKS, AK 99709",    907-451-5230,JEREMY WORRALL,2301 PEGER ROAD,"FAIRBANKS, AK 99709",    907-451-5230,65-10-27.8230N,234627.8230N,152-06-33.7990W,547593.7990W,E,236,S,19E,2010,,FAIRBANKS,1,WNW,1650,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,TAL,Y,9/1/47,O,,NPY,NO OBJECTION,N,N,N,Y,S,C,8272011,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,0,,,,,,,,,1350,1200,500,50,9/29/09,NGS,,AVN,00:00.0,,TIE,CARGO,Y-L
50799.*A,AIRPORT,UNK,9/20/12,AAL,NONE,AK,ALASKA,NOME,AK,UNALAKLEET,UNALAKLEET,PU,PU,STATE OF ALASKA DOT & PF,"NORTHERN REGION, 2301 PEGER RD","FAIRBANKS, AK 99701",    907-451-2200,HARRY JOHNSON,PO BOX 192,"UNALAKLEET, AK 99684",    907-624-3261,63-53-18.6000N,229998.6000N,160-47-56.8000W,578876.8000W,E,27,S,15E,2010,,MC GRATH,1,N,715,ZAN,ZAN,ANCHORAGE,,,,N,OME,NOME,LC 443-2291,1-800-478-8400,FAI,FAIRBANKS,1-866-248-6516,UNK,Y,,O,,N,NOT ANALYZED,N,N,N,Y,F,C,9022011,,100LLA,,,NONE,NONE,SEE RMK,SS-SR,N,,123,Y,CG,N,,12,2,,,,,,,,,,,,5/24/09,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,CARGO,Y
50825.1*A,AIRPORT,VDZ,9/20/12,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,VALDEZ,VALDEZ PIONEER FIELD,PU,PU,ST OF AK DOTPF NOR REG,2301 PEGER ROAD,"FAIRBANKS, AK 99709",    907-451-5217,STEVE SEARLES,BOX 507,"VALDEZ, AK 99686",    907-835-5658,61-08-03.1750N,220083.1750N,146-14-41.1430W,526481.1430W,E,121,S,19E,2015,,ANCHORAGE,3,E,836,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,VDZ,Y,10/1/52,O,I A S 04/2005,NGY,NO OBJECTION,N,Y,N,Y,F,F,3222012,,,MINOR,MINOR,NONE,NONE,SEE RMK,SEE RMK,N,,122.9,Y,CG,N,,25,1,,7,,,2,,,3800,2500,2500,500,12/30/11,STATE,00:00.0,FAA,00:00.0,,,CARGO,Y-L
50878.*A,AIRPORT,UUO,9/20/12,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,WILLOW,WILLOW,PU,PU,ST OF AK -- DOTPF CEN REG,P.O. BOX 196900,"ANCHORAGE, AK 99519-6900",    907-269-0760,RAY ADAMS,"ST OF AK -- DOTPF WILLOW STATION, PO BOX 889","WILLOW, AK 99688",    907-495-6286,61-45-15.0800N,222315.0800N,150-03-06.2600W,540186.2600W,E,215,S,21E,2005,,ANCHORAGE,1,NW,610,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,UUO,Y,3/1/50,O,,NP,NO OBJECTION,N,N,N,Y,S,S,7082011,,100LL,MAJOR,MAJOR,,NONE,SEE RMK,SEE RMK,N,,122.8,Y,CG,N,,18,0,0,1,,,,,,4947,4678,5946,244,12/31/10,REGION,00:00.0,AVN,00:00.0,,"HGR,TIE","CARGO,CHTR,INSTR",Y-L
50916.*A,AIRPORT,CYT,9/20/12,AAL,NONE,AK,ALASKA,CORDOVA-MCCARTHY,AK,YAKATAGA,YAKATAGA,PU,PU,FEDERAL AVIATION ADMINISTRATION,222 W. 7TH AVE. #14,"ANCHORAGE, AK 99513-7587",    907-271-5849,FAA CDV SFOU - RICK SUDANO,P.O. BOX 80,"CORDOVA, AK 99574",    907-424-7110,60-04-55.2450N,216295.2450N,142-29-36.5470W,512976.5470W,E,12,E,27E,1985,,ANCHORAGE,0,S,1115,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,JNU,Y,4/1/49,O,,,NO OBJECTION,N,N,N,Y,S,C,9202010,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,150,,150,50,12/31/09,,,,,,,,Y
00124.*A,AIRPORT,79J,9/20/12,ASO,JAN,AL,ALABAMA,COVINGTON,AL,ANDALUSIA/OPP,SOUTH ALABAMA RGNL AT BILL BENTON FIELD,PU,PU,ANDALUSIA ARPT AUTH,21861 BILL BENTON LANE,"ANDALUSIA, AL 36421",    334-222-6598,MISTY JONES,21861 BILL BENTON LANE,"ANDALUSIA, AL 36421",    334-222-6598,31-18-30.1000N,112710.1000N,086-23-32.0000W,311012.0000W,E,310,S,02W,2005,,NEW ORLEANS,4,E,615,ZJX,ZCJ,JACKSONVILLE,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,79J,Y,4/1/40,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,1032012,,100LLA+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,15,2,0,0,,,,,,,1880,9770,51100,6/16/09,NGS,00:00.0,NGS,00:00.0,,TIE,"INSTR,RNTL",Y-L
00128.*A,AIRPORT,ANB,9/20/12,ASO,JAN,AL,ALABAMA,CALHOUN,AL,ANNISTON,ANNISTON RGNL,PU,PU,CITY OF ANNISTON,P.O. BOX 2185,"ANNISTON, AL 36202",    256-831-4410,TOBY BENNINGTON,BOX 2185,"ANNISTON, AL 36202",    256-831-4410,33-35-17.4000N,120917.4000N,085-51-29.2000W,309089.2000W,E,612,S,01W,1990,,ATLANTA,5,SW,596,ZTL,ZCT,ATLANTA,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,ANB,Y,3/1/41,O,IV A U 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,5172012,,100LLA,MAJOR,MAJOR,HIGH/LOW,,SEE RMK,SS-SR,N,123,123.6,Y,CG,N,,16,10,2,0,2,,2,51,,4812,8651,15221,4909,4/30/12,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE",AVNCS,Y-L
00164.*A,AIRPORT,BHM,9/20/12,ASO,JAN,AL,ALABAMA,JEFFERSON,AL,BIRMINGHAM,BIRMINGHAM-SHUTTLESWORTH INTL,PU,PU,BIRMINGHAM AIRPORT AUTHORITY,5900 AIRPORT HWY,"BIRMINGHAM, AL 35212",    205-595-0533,AL DENSON,"BIRMINGHAM ARPT AUTH, 5900 AIRPORT HWY","BIRMINGHAM, AL 35212",    205-595-0533,33-33-50.0000N,120830.0000N,086-45-08.3000W,312308.3000W,E,650,S,03W,2010,,ATLANTA,4,NE,2000,ZTL,ZCT,ATLANTA,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,BHM,Y,4/1/40,O,I C S 05/1973,NGPY,NO OBJECTION,N,Y,Y,Y,F,F,5242012,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,75,36,77,4,,14,,31288,,26916,430,41099,5131,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L
00186.*A,AIRPORT,12J,9/20/12,ASO,JAN,AL,ALABAMA,ESCAMBIA,AL,BREWTON,BREWTON MUNI,PU,PU,CITY OF BREWTON,PO BOX 368,"BREWTON, AL 36427",    251-867-3281,EARL LAMBERT,205 AIRPORT DRIVE,"BREWTON, AL 36426",    251-867-9997,31-03-03.0000N,111783.0000N,087-03-57.5000W,313437.5000W,E,99,S,01W,2000,,NEW ORLEANS,3,S,880,ZJX,ZCJ,JACKSONVILLE,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,ANB,Y,6/1/44,O,,NGY3,NOT ANALYZED,N,N,Y,Y,S,S,6072012,,100LLA+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.725,122.725,Y,CG,N,,12,0,0,8,,,,,,1500,7000,7000,150000,4/28/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","INSTR,RNTL",Y-L
00267.*A,AIRPORT,DHN,9/20/12,ASO,JAN,AL,ALABAMA,DALE,AL,DOTHAN,DOTHAN RGNL,PU,PU,DOTHAN-HOUSTON CO ARPT AUTH,800 ARPT DR SUITE 15,"DOTHAN, AL 36303",    334-983-8100,ART MORRIS III,800 ARPT DR SUITE 15,"DOTHAN, AL 36303",    334-983-8100,31-19-15.6764N,112755.6764N,085-26-58.1241W,307618.1241W,E,401,E,03W,2010,,NEW ORLEANS,5,NW,1150,ZJX,ZCJ,JACKSONVILLE,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,DHN,Y,7/1/42,O,I B S 05/1973,NGY3,NOT ANALYZED,N,N,Y,Y,F,F,6262012,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,118.4,Y,CG,N,,47,36,7,1,,,0,3241,,1108,14853,19004,46995,12/31/11,OWNER,00:00.0,AVN,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,TOW",Y-L
00333.*A,AIRPORT,GAD,9/20/12,ASO,JAN,AL,ALABAMA,ETOWAH,AL,GADSDEN,NORTHEAST ALABAMA RGNL,PU,PU,GADSDEN AIRPORT AUTHORITY,185 IRA GRAY DR.,"GADSDEN, AL 35904-0000",    256-442-3313,"FRED SINGTON, JR.",185 IRA GRAY DRIVE,"GADSDEN, AL 35904",    256-458-4151,33-58-21.5359N,122301.5359N,086-05-20.7004W,309920.7004W,E,569,S,03W,2010,,ATLANTA,4,SW,1480,ZTL,ZCT,ATLANTA,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,GAD,Y,1/1/44,O,,NGPRY3,NO OBJECTION,N,N,N,Y,S,S,7272011,,100LLA,MAJOR,MAJOR,,,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,19,5,2,1,2,,,,,1200,4736,17520,430,3/16/10,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"CHTR,INSTR,RNTL",Y-L
00359.7*A,AIRPORT,JKA,9/20/12,ASO,JAN,AL,ALABAMA,BALDWIN,AL,GULF SHORES,JACK EDWARDS,PU,PU,GULF SHORES AIRPORT AUTHORITY,PO BOX 919,"GULF SHORES, AL 36547",    251-967-3968,GULF SHORES AIRPORT AUT,PO BOX 919,"GULF SHORES, AL 36547",    251-967-3968,30-17-22.7000N,109042.7000N,087-40-18.4000W,315618.4000W,E,17,S,00E,2000,,NEW ORLEANS,2,N,838,ZJX,ZCJ,JACKSONVILLE,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,ANB,Y,3/1/78,O,,NGPY,CONDITIONAL,,,,,S,S,4062012,,100LLA+,MAJOR,MAJOR,HIGH,NONE,SEE RMK,SS-SR,N,122.7,122.7,N,CG,N,,52,13,2,2,,,,,,,11275,70000,2226,2/20/09,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL,SALES",Y-L
00385.1*A,AIRPORT,HSV,9/20/12,ASO,JAN,AL,ALABAMA,MADISON,AL,HUNTSVILLE,HUNTSVILLE INTL-CARL T JONES FIELD,PU,PU,HUNTSVILLE MADISON COUNTY,"1000 GLENN HEARN BLVD, BOX 20008, BOX 20008","HUNTSVILLE, AL 35824",    256-772-9395,RICHARD TUCKER,"1000 GLENN HEARN BLVD, BOX 20008, BOX 20008","HUNTSVILLE, AL 35824",    256-772-9395,34-38-13.9000N,124693.9000N,086-46-30.2000W,312390.2000W,E,629,S,01W,1990,,ATLANTA,9,SW,6000,ZME,ZCM,MEMPHIS,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,HSV,Y,5/1/64,O,I C S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,1202012,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,127.6,Y,CG,N,,58,15,2,0,,,0,12664,,20732,5199,14370,27761,10/31/10,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L
00437.*A,AIRPORT,BFM,9/20/12,ASO,JAN,AL,ALABAMA,MOBILE,AL,MOBILE,MOBILE DOWNTOWN,PU,PU,MOBILE AIRPORT AUTHORITY,1891-9TH ST/BROOKLEY COMPLEX,"MOBILE, AL 36615",    251-438-7334,THOMAS G. HUGHES,P O BOX 88004,"MOBILE, AL 36608",    251-639-4683,30-37-36.4000N,110256.4000N,088-04-05.1000W,317045.1000W,E,26,S,01W,2005,,NEW ORLEANS,3,S,1616,ZHU,ZCH,HOUSTON,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,BFM,Y,4/1/40,O,IV A U 01/1980,NGPY,NOT ANALYZED,N,Y,Y,Y,F,F,11082011,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.8,Y,CG,N,,23,5,5,1,,,,2796,,5143,5552,14271,49364,10/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL,SALES",Y-L
00438.*A,AIRPORT,MOB,9/20/12,ASO,JAN,AL,ALABAMA,MOBILE,AL,MOBILE,MOBILE RGNL,PU,PU,MOBILE AIRPORT AUTHORITY,P O BOX 88004,"MOBILE, AL 36608-0004",    251-633-4510,THOMAS G. HUGHES,P O BOX 88004,"MOBILE, AL 36608-0004",    251-639-4684,30-41-29.1000N,110489.1000N,088-14-34.2000W,317674.2000W,E,219,S,01W,2010,,NEW ORLEANS,11,W,1717,ZHU,ZCH,HOUSTON,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,MOB,Y,4/1/42,O,I C S 05/1973,NGRY3,NOT ANALYZED,N,Y,Y,Y,F,F,11102011,,100LLA,MAJOR,MAJOR,LOW,LOW,SEE RMK,SS-SR,Y,122.95,118.3,Y,CG,Y,,32,1,9,0,,36,,1070,,14990,9970,8642,67755,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
00447.*A,AIRPORT,MGM,9/20/12,ASO,JAN,AL,ALABAMA,MONTGOMERY,AL,MONTGOMERY,MONTGOMERY RGNL (DANNELLY FIELD),PU,PU,MONTGOMERY AIRPORT AUTHORITY,4445 SELMA HWY,"MONTGOMERY, AL 36108",    334-281-5040,PHIL B. PERRY,4445 SELMA HWY,"MONTGOMERY, AL 36108",    334-281-5040,32-18-02.3000N,116282.3000N,086-23-38.3000W,311018.3000W,E,221,S,01W,1990,,ATLANTA,6,SW,1907,ZTL,ZCT,ATLANTA,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,MGM,Y,6/1/87,O,I B S 05/1973,NGY3,NO OBJECTION,N,Y,Y,Y,F,F,6282012,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,119.7,Y,CG,N,,52,16,9,2,,57,,173,,11512,5386,15251,29541,5/31/12,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
00455.*A,AIRPORT,MSL,9/20/12,ASO,JAN,AL,ALABAMA,COLBERT,AL,MUSCLE SHOALS,NORTHWEST ALABAMA RGNL,PU,PU,COLBERT & LAUDERDALE COUNTIES,1729 T. ED CAMPBELL DR SUITE A,"MUSCLE SHOALS, AL 35661-2016",    256-381-2869,MR. BARRY GRIFFITH,1729 T. ED CAMPBELL DR SUITE A,"MUSCLE SHOALS, AL 35661-2016",    256-383-2270,34-44-43.1000N,125083.1000N,087-36-36.8000W,315396.8000W,E,550,S,00E,1985,,ATLANTA,1,E,640,ZME,ZCM,MEMPHIS,,,,,ANB,ANNISTON,,1-800-WX-BRIEF,,,,MSL,Y,4/1/40,O,I A S 05/1973,NGSY3,NO OBJECTION,N,N,N,Y,F,F,1182012,,100LLA,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,123.05,123.05,Y,CG,N,,32,14,6,5,,,,730,,260,24000,18000,1500,11/30/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
00511.*A,AIRPORT,SEM,9/20/12,ASO,JAN,AL,ALABAMA,DALLAS,AL,SELMA,CRAIG FIELD,PU,PU,CRAIG FLD ARPT & IND AUTH,PO BOX 1421,"SELMA, AL 36702",    334-874-7419,RICHARD COOK,"SELMA AIR CENTER HANGAR 209-A, CRAIG FIELD","SELMA, AL 36701",    334-872-2200,32-20-38.2080N,116438.2080N,086-59-16.1000W,313156.1000W,E,166,S,01W,1995,,ATLANTA,4,SE,1790,ZTL,ZCT,ATLANTA,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,ANB,Y,2/1/79,O,,NGPXY,NO OBJECTION,N,N,N,Y,S,S,9022011,,100LLA,MAJOR,MAJOR,,NONE,SEE RMK,SS-SR,N,122.7,122.7,N,CG,N,,5,0,0,0,,,,,,250,2300,32000,4000,11/2/09,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",INSTR,Y-L
00507.*A,AIRPORT,2R5,9/20/12,ASO,JAN,AL,ALABAMA,MOBILE,AL,ST ELMO,ST ELMO,PU,PU,STATE OF ALABAMA,1409 COLISEUM BLVD,"MONTGOMERY, AL 36130",    334-242-6820,KIP TURNER,1409 COLISEUM BLVD,"MONTGOMERY, AL 36130",    334-242-6820,30-30-06.9000N,109806.9000N,088-16-30.4000W,317790.4000W,E,132,S,00E,2000,,NEW ORLEANS,2,W,733,ZHU,ZCH,HOUSTON,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,ANB,Y,3/1/45,O,,NR,NOT ANALYZED,N,N,N,Y,S,S,5172012,,100  100LLA+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,21,2,1,1,,,5,,,,7900,12500,,5/17/12,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,,Y-L
00528.1*A,AIRPORT,ASN,9/20/12,ASO,JAN,AL,ALABAMA,TALLADEGA,AL,TALLADEGA,TALLADEGA MUNI,PU,PU,CITY OF TALLADEGA,CITY HALL,"TALLADEGA, AL 35160",    256-362-8775,JIM BROCK,PO BOX 777,"TALLADEGA, AL 35160",    256-761-4815,33-34-10.2150N,120850.2150N,086-03-04.3250W,309784.3250W,E,529,S,03W,2010,,ATLANTA,8,NE,1029,ZTL,ZCT,ATLANTA,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,ANB,Y,10/1/43,O,,NGPY,NO OBJECTION,N,N,N,Y,F,S,12282011,,100LLA,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,21,0,1,0,,,1,0,,630,1170,36500,2700,11/30/11,FAA,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","INSTR,RNTL",Y-L
00546.*A,AIRPORT,TOI,9/20/12,ASO,JAN,AL,ALABAMA,PIKE,AL,TROY,TROY MUNI,PU,PU,CITY OF TROY,PO BOX 549,"TROY, AL 36081",    334-566-0177,TRENT CRAWFORD,301 AIRPORT BLVD,"TROY, AL 36079",    334-566-3470,31-51-37.1410N,114697.1410N,086-00-44.3176W,309644.3176W,E,398,S,01W,1990,,NEW ORLEANS,4,NW,501,ZTL,ZCT,ATLANTA,ZJX,ZCJ,JACKSONVILLE,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,TOI,Y,12/1/44,O,,NGY3,NO OBJECTION,N,N,Y,Y,S,S,8032011,,100LLA+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.8,122.8,N,CG,N,,24,5,2,0,,,0,,,,8928,32000,28160,8/3/10,FAA-EST,00:00.0,NACO,00:00.0,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L
00554.*A,AIRPORT,TCL,9/20/12,ASO,JAN,AL,ALABAMA,TUSCALOOSA,AL,TUSCALOOSA,TUSCALOOSA RGNL,PU,PU,CITY OF TUSCALOOSA,P O BOX 2089,"TUSCALOOSA, AL 35403",    205-349-2010,WAYNE CAMERON,"7601 ROBERT CARDINAL ARPT ROAD, SUITE 208","TUSCALOOSA, AL 35401",    205-349-0114,33-13-14.2591N,119594.2591N,087-36-41.0454W,315401.0454W,E,170,S,00E,1990,,ATLANTA,3,NW,724,ZTL,ZCT,ATLANTA,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,TCL,Y,4/1/40,O,IV A U 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,5162012,,100LLA,MAJOR,MAJOR,NONE,LOW,SEE RMK,SS-SR,Y,122.95,126.3,Y,CG,N,,49,19,9,4,,,,246,,1548,19582,20297,14056,12/31/10,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
